,ein,org_name,city,state_code,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue
719,58-0622971,Methodist Home of the South Georgia Conference,Macon,GA,27.0,,14.814814814814811,,,,,85.18518518518519,,,,,51.85185185185185,48.14814814814815,,,,,100.0,11.0,,27.27272727272727,,,,,72.72727272727273,,,,,63.63636363636363,36.36363636363637,,,,,100.0,212.0,0.4716981132075472,68.86792452830188,0.4716981132075472,,,,30.18867924528302,,,,,83.49056603773585,16.50943396226415,,,,,100.0,165290.0,0.0,-1.0,0.0,1.0,22524.359788359787,165290.0,8679498.0,WWW.THEMETHODISTHOME.ORG,379,14626085.0
720,58-0656890,Boys & Girls Club of Lanier Inc,GAINESVILLE,GA,25.0,0.0,12.0,0.0,0.0,0.0,0.0,88.0,0.0,,0.0,0.0,40.0,60.0,,,,,,4.0,,50.0,,,,,50.0,,,,,50.0,50.0,,,,,,257.0,0.7782101167315175,26.4591439688716,14.396887159533073,,0.3891050583657587,,54.86381322957199,,,,3.11284046692607,,,,,,,,0.0,197063.0,100.0,1.0,0.0,9382.666666666666,197063.0,4109635.0,WWW.BOYSGIRLSCLUBS.COM,418,12771837.0
721,58-0861895,Big Brothers Big Sisters of Metro Atlanta Inc,ATLANTA,GA,22.0,0.0,36.36363636363637,0.0,,,,63.63636363636363,,,,,31.818181818181817,68.18181818181817,,,,,,6.0,,50.0,0.0,,,,50.0,,,,,33.33333333333333,66.66666666666666,,,,,,73.0,1.36986301369863,49.31506849315068,17.80821917808219,,1.36986301369863,,28.767123287671232,1.36986301369863,,,,75.34246575342466,23.28767123287671,,1.36986301369863,,,,157427.0,271285.0,41.96988407025822,0.5,0.5,48525.07792207792,271285.0,4165143.0,www.bbbsatl.org,79,8609898.0
722,58-1054331,Families First Inc,Atlanta,GA,17.0,0.0,23.52941176470588,0.0,,0.0,,64.70588235294117,0.0,,2.0,,41.17647058823529,58.82352941176471,,,,,,9.0,,66.66666666666666,,,,,22.22222222222222,11.11111111111111,,,,77.77777777777779,22.22222222222222,,,,,,58.0,1.7241379310344829,70.6896551724138,10.344827586206897,,0.0,,13.79310344827586,3.4482758620689653,,,,86.20689655172413,13.79310344827586,,,,,,154778.0,201572.0,23.214533764610167,0.6666666666666666,0.3333333333333333,47336.2125,240308.0,4344819.0,WWW.FAMILIESFIRST.ORG,83,7210753.0
723,58-1111590,Georgia Legal Services Program Inc,Atlanta,GA,25.0,,60.0,,,,,40.0,,,,,,,,,,,,6.0,,50.0,,,,,50.0,,,,,,,,,,,,187.0,,45.45454545454545,6.417112299465241,,,,35.82887700534759,3.7433155080213902,,,8.55614973262032,,,,,,,,168385.66666666666,170713.0,1.36330175987379,0.5714285714285714,0.4285714285714285,65530.37089201878,195698.0,15145978.0,WWW.GLSP.ORG,220,21808357.0
724,58-1152807,Communities in Schools of Atlanta Inc,Atlanta,GA,18.0,,38.88888888888889,,,,,61.11111111111112,,,,,77.77777777777779,22.22222222222222,,,,,,5.0,,80.0,0.0,,,,20.0,,,,,40.0,60.0,,,,,,90.0,,87.77777777777777,3.333333333333333,,,,8.88888888888889,,,,,61.11111111111112,38.88888888888889,,,,,,0.0,226475.0,100.0,1.0,0.0,47311.514851485146,226475.0,5004938.0,WWW.CISATLANTA.ORG,102,6356386.0
725,58-1289174,Communities in Schools Inc,ARLINGTON,VA,24.0,,25.0,12.5,,,,62.5,,,,,33.33333333333333,66.66666666666666,,,,,100.0,4.0,,50.0,25.0,,,,25.0,,,,,25.0,75.0,,,,,100.0,83.0,7.228915662650602,37.34939759036144,14.457831325301203,,,,40.963855421686745,,,,,77.10843373493977,22.89156626506024,,,,,,200201.125,324720.0,38.34653701650653,0.2727272727272727,0.7272727272727273,90548.08450704224,459083.0,9004683.0,WWW.COMMUNITIESINSCHOOLS.ORG,82,46241712.0
726,58-1342479,Humane Society of Charlotte Inc,Charlotte,NC,18.0,,11.11111111111111,16.666666666666664,,,,72.22222222222221,,,,,50.0,50.0,,,,,,4.0,25.0,,25.0,,,,25.0,,,,25.0,75.0,,,,25.0,,,59.0,5.084745762711865,1.694915254237288,6.779661016949152,,,,42.3728813559322,,,,44.06779661016949,52.54237288135594,5.084745762711865,,,42.3728813559322,,,191867.0,0.0,-1.0,0.0,1.0,28000.6213592233,191867.0,3075931.0,www.humanecharlotte.org,104,6944269.0
727,58-1450139,Second Harvest Food Bank of East Tennessee,Maryville,TN,11.0,,9.090909090909092,,,,,90.9090909090909,,,,,9.090909090909092,90.9090909090909,,,,,,5.0,,,,,,,100.0,,,,,60.0,40.0,,,,0.0,100.0,55.0,,3.636363636363636,1.818181818181818,,,,92.72727272727272,1.818181818181818,,,,,,,,,,,177320.0,0.0,-1.0,0.0,1.0,54150.41818181818,177320.0,3155593.0,WWW.SECONDHARVESTETN.ORG,56,40115958.0
728,58-1479212,Jewish Family & Career Services Inc,Atlanta,GA,26.0,,7.6923076923076925,,,,,92.3076923076923,,,,,57.692307692307686,42.30769230769231,,,,,,5.0,,20.0,,,,,80.0,,,,,60.0,40.0,,,,,,195.0,1.5384615384615383,37.94871794871795,1.5384615384615383,,,,54.35897435897436,2.564102564102564,,,2.051282051282051,88.71794871794872,10.76923076923077,0.5128205128205128,,,,,191835.5,0.0,-1.0,0.0,1.0,38693.21370967742,231006.0,9979588.0,WWW.JFCSATL.ORG,250,18042993.0
729,58-1543388,Murphy-Harpst Childrens Centers Inc,Cedartown,GA,18.0,5.555555555555555,16.666666666666664,,,,,66.66666666666666,11.11111111111111,,,,50.0,50.0,,,,0.0,100.0,12.0,,50.0,,,,,50.0,,,,,66.66666666666666,33.33333333333333,,,,,100.0,158.0,0.0,54.43037974683544,,,,,42.40506329113924,3.1645569620253164,,,,73.41772151898735,26.58227848101265,,,,,100.0,0.0,163195.0,100.0,1.0,0.0,33136.09574468085,163195.0,6392781.0,WWW.MURPHYHARPST.ORG,189,9312752.0
730,58-1647546,Remote Area Medical,Rockford,TN,15.0,,13.333333333333334,,,,,80.0,6.666666666666667,,,,20.0,80.0,,,,,100.0,4.0,,,,,,,100.0,,,,,0.0,100.0,,,,,100.0,54.0,,9.25925925925926,3.7037037037037033,,,,83.33333333333334,3.7037037037037033,,,,55.55555555555556,44.44444444444444,,,,,100.0,68297.0,0.0,-1.0,0.0,1.0,51884.64444444444,68297.0,2403106.0,,46,6424558.0
731,58-1661795,Communities in Schools of Charlotte Mecklenburg Inc,Charlotte,NC,22.0,4.545454545454546,31.818181818181817,9.090909090909092,,4.545454545454546,,40.909090909090914,4.545454545454546,4.545454545454546,,,50.0,50.0,,,,,,8.0,,50.0,,,,,50.0,,,,,75.0,25.0,,,,,,123.0,0.0,60.16260162601627,14.634146341463412,,0.8130081300813009,,21.951219512195124,2.4390243902439024,,0.0,0.0,85.36585365853658,14.634146341463412,,,,,,162996.0,0.0,-1.0,0.0,1.0,48353.58041958042,162996.0,7077558.0,www.cischarlotte.org,144,13596501.0
732,58-1669937,Covenant House New Orleans,New Orleans,LA,21.0,,33.33333333333333,,,,,66.66666666666666,,,,,42.85714285714285,57.14285714285714,,,,,100.0,5.0,,80.0,,,,,20.0,,,,,60.0,40.0,,,,,100.0,91.0,0.0,64.83516483516483,3.296703296703297,,0.0,,12.087912087912088,3.296703296703297,,2.197802197802198,14.285714285714285,58.24175824175825,27.472527472527474,0.0,2.197802197802198,12.087912087912088,,,0.0,183788.0,100.0,1.0,0.0,44861.80198019802,183788.0,4714830.0,WWW.COVENANTHOUSENO.ORG,102,6945979.0
733,58-1716970,Youth Villages Inc,Bartlett,TN,17.0,,29.411764705882355,,,,,70.58823529411765,,,,,35.294117647058826,64.70588235294117,,,,,,10.0,,10.0,,,,,90.0,,,,,30.0,70.0,,,,,,3972.0,0.6294058408862034,50.22658610271903,3.5498489425981874,0.0,0.2265861027190332,0.0755287009063444,41.76737160120846,3.121852970795569,,0.0,0.4028197381671702,79.68277945619336,20.31722054380665,,,,,,251051.8947368421,441444.6,43.12946749448467,0.3448275862068966,0.6551724137931034,43849.79175072854,1186640.0,204798353.0,WWW.YOUTHVILLAGES.ORG,4490,291474634.0
734,58-1743333,Our House Inc,DECATUR,GA,29.0,10.344827586206897,10.344827586206897,0.0,,0.0,,75.86206896551724,3.4482758620689653,,0.0,0.0,58.620689655172406,41.37931034482759,0.0,0.0,0.0,0.0,100.0,3.0,0.0,66.66666666666666,0.0,,0.0,,33.33333333333333,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,,,,,,,,,,,,98.07692307692308,1.9230769230769231,,,,,,182892.0,0.0,-1.0,0.0,1.0,26002.3125,182892.0,2263077.0,WWW.OURHOUSEGA.ORG,81,7845958.0
735,58-1816778,Open Hand Atlanta Inc,Atlanta,GA,17.0,11.76470588235294,23.52941176470588,5.88235294117647,,,,52.94117647058824,5.88235294117647,,,,47.05882352941176,52.94117647058824,,,,,,8.0,75.0,12.5,12.5,,,,,,,,,62.5,37.5,,,,,,106.0,3.7735849056603774,57.54716981132076,3.7735849056603774,,,,33.0188679245283,1.8867924528301887,,,,55.66037735849056,43.39622641509434,0.9433962264150944,,,0.9433962264150944,99.05660377358492,157055.0,192424.0,18.380763314347483,0.5,0.5,27594.295454545456,192424.0,5206075.0,WWW.OPENHANDATLANTA.ORG,178,15425420.0
736,58-1919768,Easter Seals North Georgia Inc,Clarkston,GA,15.0,,6.666666666666667,20.0,6.666666666666667,,,66.66666666666666,,,,,40.0,60.0,,,,,100.0,11.0,,18.181818181818183,,,,,81.81818181818183,,,,,63.63636363636363,36.36363636363637,,,,,,355.0,0.5633802816901409,69.29577464788733,12.112676056338028,,0.2816901408450704,,17.464788732394364,0.2816901408450704,,,,94.08450704225352,5.915492957746479,,,,,,292930.0,0.0,-1.0,0.0,1.0,35581.07843137255,292930.0,16624645.0,http://www.easterseals.com/northgeorgia/,460,26789896.0
737,58-2126423,Atlanta Educational Telecommunications Collaborative,Atlanta,GA,22.0,9.090909090909092,22.727272727272727,4.545454545454546,,,,63.63636363636363,,,,,40.909090909090914,59.09090909090909,,,,,,8.0,12.5,50.0,,,,,37.5,,,,,37.5,62.5,,,,,,76.0,1.3157894736842104,43.42105263157895,15.789473684210526,,,,39.47368421052632,,,,,65.78947368421053,34.21052631578947,,,,,,201448.0,224327.75,10.199250872885766,0.5,0.5,68781.0744680851,327261.0,8168524.0,www.wabe.org,102,16306091.0
738,58-2180056,Meridian Education Resource Group Inc,Atlanta,GA,19.0,0.0,47.368421052631575,,,,,52.63157894736842,,,,,73.68421052631578,26.31578947368421,,,,0.0,100.0,9.0,,55.55555555555556,,,,,44.44444444444444,,,,,66.66666666666666,33.33333333333333,,,,,,53.0,,83.01886792452831,,,,,15.09433962264151,1.8867924528301887,,,,90.56603773584906,9.433962264150944,,,,,,164086.0,154827.0,-5.980223087704341,0.5,0.5,60067.230769230766,164086.0,3442409.0,www.whitefoord.org,54,6324154.0
739,58-2361483,Goshen Valley Foundation Inc,Waleska,GA,14.0,,14.285714285714285,,,,,85.71428571428571,,,,,35.714285714285715,64.28571428571429,,,,,,10.0,,10.0,10.0,,,,80.0,,,,,50.0,50.0,,,,,100.0,94.0,2.127659574468085,8.51063829787234,8.51063829787234,,,,79.7872340425532,1.0638297872340423,,,,67.02127659574468,32.97872340425532,,,,,,0.0,182341.0,100.0,1.0,0.0,57229.61224489796,182341.0,5790843.0,GOSHENVALLEY.ORG,99,9488443.0
740,58-2368165,UNITED NATIONS FOUNDATION INC,Washington,DC,15.0,13.333333333333334,13.333333333333334,13.333333333333334,,,,53.333333333333336,,6.666666666666667,,,46.66666666666666,53.333333333333336,,,,,,98.0,8.16326530612245,7.142857142857142,2.0408163265306123,,1.020408163265306,,74.48979591836735,5.1020408163265305,2.0408163265306123,,,71.42857142857143,28.57142857142857,,,,,,295.0,12.88135593220339,13.220338983050848,7.457627118644068,,0.6779661016949152,,60.0,4.067796610169491,1.694915254237288,,,77.96610169491525,21.694915254237287,,,0.3389830508474576,,,327365.8333333333,332018.0,1.401179052541334,0.25,0.75,99108.35327635329,405965.0,37415263.0,WWW.UNFOUNDATION.ORG,359,86770336.0
741,58-9132803,Legal Aid of East Tennessee Inc,Knoxville,TN,14.0,,7.142857142857142,7.142857142857142,,,,85.71428571428571,,,,,50.0,50.0,,,,,,8.0,,,,,,,100.0,,,,,62.5,37.5,,,,,,60.0,,5.0,,,,,95.0,,,,,,,,,,,,181904.5,167328.5,-8.711008584909324,0.5,0.5,65953.83076923077,202340.0,4985465.0,WWW.LAET.ORG,69,5868375.0
742,59-0171815,BOYS & GIRLS CLUB OF POLK COUNTY,MULBERRY,FL,27.0,14.814814814814811,,,,,,81.48148148148148,,3.7037037037037033,,,25.925925925925924,74.07407407407408,,,,,,6.0,,,,,,,83.33333333333334,16.666666666666664,,,,66.66666666666666,33.33333333333333,,,,,,139.0,,42.44604316546763,17.26618705035971,,0.7194244604316548,,33.81294964028777,4.316546762589928,,,1.4388489208633095,75.53956834532374,24.46043165467626,,,,,,0.0,286488.0,100.0,1.0,0.0,11206.92670157068,286488.0,2427011.0,BGCPOLK.ORG,192,4571606.0
743,59-0624410,Jacksonville Humane Society,Jacksonville,FL,15.0,6.666666666666667,,,,,,93.33333333333331,,,,,66.66666666666666,33.33333333333333,,,,,100.0,5.0,,,,,,,80.0,20.0,,,,60.0,40.0,,,,,,65.0,3.076923076923077,1.5384615384615383,9.230769230769232,,,,81.53846153846153,4.615384615384616,,,,,,,,,,,264642.0,0.0,-1.0,0.0,1.0,21347.97122302158,264642.0,3232010.0,WWW.JAXHUMANE.ORG,140,6248438.0
744,59-0637848,Easter Seals Florida Inc,Winter Park,FL,13.0,,23.07692307692308,,,,,69.23076923076923,,,,1.0,53.84615384615385,46.15384615384615,,,,,,6.0,,16.666666666666664,,,,,83.33333333333334,,,,,83.33333333333334,16.666666666666664,,,,,,284.0,1.4084507042253522,28.169014084507044,29.577464788732392,,0.352112676056338,,35.2112676056338,5.28169014084507,,,,91.19718309859157,8.80281690140845,,,,,,148552.5,0.0,-1.0,0.0,1.0,32776.08578431373,197081.0,13669748.0,WWW.EASTERSEALS.COM/FLORIDA,410,22209603.0
745,59-0637867,Jewish Community Services of South Florida Inc,North Miami,FL,23.0,,,,,,,,,,,,43.47826086956522,56.52173913043478,,,,,,11.0,,9.090909090909092,27.27272727272727,,,,54.54545454545454,9.090909090909092,,,,81.81818181818183,18.181818181818183,,,,,,198.0,,17.17171717171717,50.505050505050505,,,,30.303030303030305,,,2.0202020202020203,,80.3030303030303,19.696969696969692,,,,,,290467.0,0.0,-1.0,0.0,1.0,38547.35317460317,290467.0,10004400.0,WWW.JCSFL.ORG,253,33872569.0
746,59-0637870,Jack and Jill Childrens Center Inc,Fort Lauderdale,FL,30.0,,13.333333333333334,6.666666666666667,,,,80.0,,,,,50.0,50.0,,,,,,3.0,,,,,,,100.0,,,,,100.0,,,,,,,70.0,0.0,61.42857142857143,10.0,,,,27.142857142857142,1.4285714285714286,,,,88.57142857142857,11.428571428571429,,,,,,156151.0,0.0,-1.0,0.0,1.0,40742.8202247191,156151.0,3782262.0,WWW.JACKANDJILLCENTER.ORG,90,7206936.0
747,59-0774235,Humane Society of the Treasure Coast Inc,Palm City,FL,14.0,,,,,,,,,,,14.0,64.28571428571429,35.714285714285715,,,,,,4.0,,,,,,,,,,,100.0,75.0,25.0,,,,,,57.0,,,,,,,,,,,100.0,92.98245614035088,7.017543859649122,,,,,,0.0,172608.0,100.0,1.0,0.0,26424.101449275364,172608.0,1995871.0,WWW.HSTC1.ORG,70,5664457.0
748,59-0808854,Heart of Florida United Way,Orlando,FL,34.0,,17.647058823529413,23.52941176470588,,,,58.82352941176471,,,,,50.0,50.0,,,,,,7.0,,14.285714285714285,14.285714285714285,,,,71.42857142857143,,,,,57.14285714285714,42.85714285714285,,,,,,145.0,,26.20689655172414,35.172413793103445,,,,29.655172413793103,,,,8.96551724137931,81.37931034482759,18.620689655172416,,,,,,217327.0,299497.0,27.436001028390933,0.5,0.5,41738.68152866242,429476.0,7586621.0,WWW.HFUW.ORG,161,21120938.0
749,59-0810731,Young Mens Christian Association of the Suncoast Inc,Clearwater,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.0,1.780104712041885,6.806282722513089,10.366492146596858,,0.9424083769633508,,74.86910994764398,2.198952879581152,,3.0366492146596857,,74.03141361256544,25.96858638743456,,,0.0,,,184844.0,282426.5,34.551467372927114,0.6666666666666666,0.3333333333333333,10825.889580093311,350892.0,14671791.0,WWW.YMCASUNCOAST.ORG,1289,25207721.0
750,59-0874493,Abilities Inc of Florida,Oakton,VA,14.0,7.142857142857142,,7.142857142857142,,,,64.28571428571429,,,,3.0,21.428571428571427,64.28571428571429,,,14.285714285714285,,85.71428571428571,12.0,8.333333333333332,,,,,,83.33333333333334,,,,8.333333333333332,25.0,75.0,,,,,100.0,188.0,0.5319148936170213,26.595744680851062,18.08510638297873,,,,51.59574468085106,3.191489361702128,,,,75.0,25.0,,,,,100.0,33898.666666666664,56649.0,40.16016758165782,0.7272727272727273,0.2727272727272727,37845.87250996016,165363.0,10054202.0,WWW.SERVICESOURCE.ORG,262,12363414.0
751,59-0968249,Children First Inc,Sarasota,FL,15.0,,26.666666666666668,,,,,66.66666666666666,6.666666666666667,,,,53.333333333333336,46.66666666666666,,,,,,3.0,0.0,0.0,0.0,,0.0,,66.66666666666666,33.33333333333333,,,,66.66666666666666,33.33333333333333,,,,,,220.0,1.3636363636363635,20.909090909090907,19.545454545454547,,0.0,,57.27272727272727,0.9090909090909092,,,,93.18181818181816,6.363636363636363,,0.4545454545454545,,,,210805.0,268850.0,21.59010600706714,0.5,0.5,36934.53149606299,268850.0,9861026.0,www.childrenfirst.net,256,13314523.0
752,59-1156260,Community Legal Servies of Mid- Florida Inc,ORLANDO,FL,14.0,,35.714285714285715,14.285714285714285,,,,50.0,,,,,64.28571428571429,35.714285714285715,,,,,,8.0,0.0,25.0,0.0,,0.0,,75.0,0.0,,0.0,0.0,87.5,12.5,0.0,0.0,0.0,,,123.0,0.0,21.138211382113823,23.577235772357724,,0.0,,48.78048780487805,0.0,,0.0,6.504065040650407,78.86178861788618,21.138211382113823,,,,,,0.0,189697.0,100.0,1.0,0.0,66125.69565217392,189697.0,9315043.0,WWW.CLSMF.ORG,139,12210827.0
753,59-1214353,Catholic Charities of Central Florida Inc,Orlando,FL,10.0,,10.0,20.0,,,,70.0,,,,,,,,,,,,3.0,,,33.33333333333333,,,,66.66666666666666,,,,,,,,,,,,133.0,2.255639097744361,16.541353383458645,48.1203007518797,,,,30.82706766917293,2.255639097744361,,,,,,,,,,,0.0,155024.0,100.0,1.0,0.0,32086.46111111111,155024.0,5930587.0,WWW.CFLCC.ORG,181,11365377.0
754,59-1218100,Neighborly Care Network Inc,Clearwater,FL,9.0,,,,,,,,,,,,33.33333333333333,66.66666666666666,,,,,,6.0,16.666666666666664,,16.666666666666664,,,,66.66666666666666,,,,,66.66666666666666,33.33333333333333,,,,,,115.0,,24.347826086956523,8.695652173913043,,,,65.21739130434783,1.7391304347826086,,,,63.47826086956522,36.52173913043478,,,,,,0.0,163888.0,100.0,1.0,0.0,26556.3375,163888.0,4412902.0,WWW.NEIGHBORLY.ORG,161,10764524.0
755,59-1229354,Gulf Coast Jewish Family and Community Services Inc,Clearwater,FL,24.0,8.333333333333332,12.5,,,,,79.16666666666666,,,,,33.33333333333333,66.66666666666666,,,,,,9.0,,11.11111111111111,22.22222222222222,,,,66.66666666666666,,,,,77.77777777777779,22.22222222222222,,,,,,568.0,2.288732394366197,23.591549295774648,27.11267605633803,,0.528169014084507,0.176056338028169,42.07746478873239,4.225352112676056,,,,83.27464788732394,16.549295774647888,,0.176056338028169,,,,153887.0,296503.0,48.09934469465739,0.5,0.5,36528.19316688568,296503.0,28248345.0,GULFCOASTJEWISHFAMILYANDCOMMUNITYSERVICES.ORG,763,43864184.0
756,59-1274328,Planned Parenthood of Southwest and Central Florida Inc,Sarasota,FL,19.0,,,,,,,,,,,19.0,,,,,100.0,,,6.0,,,,,,,,,,,100.0,,,,,100.0,,,230.0,,,,,,,,,,,100.0,,,,,100.0,,,260015.16666666663,0.0,-1.0,0.0,1.0,55286.3984063745,349627.0,15436977.0,HTTP://WWW.PLANNEDPARENTHOOD.ORG/PPSWCF/,257,41010821.0
757,59-1279497,Catholic Charities of the Archdiocese of Miami Inc,WILTON MANORS,FL,11.0,,9.090909090909092,54.54545454545454,,,,36.36363636363637,,,,,36.36363636363637,63.63636363636363,,,,,,3.0,33.33333333333333,33.33333333333333,33.33333333333333,,,,,,,,,33.33333333333333,66.66666666666666,,,,,,332.0,1.2048192771084338,27.10843373493976,68.37349397590361,,,,2.108433734939759,1.2048192771084338,,,,90.96385542168674,9.036144578313252,,,,,,165816.0,198781.5,16.583786720595224,0.6666666666666666,0.3333333333333333,36150.38927738928,213044.0,16071896.0,WWW.CCADM.ORG,432,28326480.0
758,59-1416281,Young Mens Christian Association of South Palm Beach County Inc,BOCA RATON,FL,30.0,,,,,,,,,,,,26.666666666666668,73.33333333333333,,,,,,5.0,,20.0,,,,,80.0,,,,,,,,,,,,338.0,4.733727810650888,13.6094674556213,28.402366863905325,0.591715976331361,0.591715976331361,0.591715976331361,51.4792899408284,,,,,68.93491124260355,31.06508875739645,,,,,,0.0,277107.0,100.0,1.0,0.0,11709.270909090908,312028.0,6994313.0,www.ymcaspbc.org,552,13274743.0
759,59-1480970,Community Health Centers Inc,WINTER GARDEN,FL,13.0,7.6923076923076925,23.07692307692308,30.76923076923077,,0.0,,38.46153846153847,,,,,61.53846153846154,38.46153846153847,,,,,,7.0,,,28.57142857142857,,,,71.42857142857143,,,,,71.42857142857143,28.57142857142857,,,,,,565.0,7.787610619469026,30.4424778761062,31.150442477876105,,0.3539823008849557,,24.424778761061948,2.47787610619469,,3.3628318584070795,,,,,,,,,296737.3333333333,314417.0,5.622999604559132,0.25,0.75,52315.797843665765,470624.0,42432209.0,CHCFL.org,754,70595389.0
760,59-1487190,Family Central Inc,WILTON MANORS,FL,5.0,,20.0,20.0,,,,60.0,,,,,60.0,40.0,,,,,100.0,6.0,,66.66666666666666,,,,,33.33333333333333,,,,,83.33333333333334,16.666666666666664,,,,,100.0,140.0,,,,,,,,,,,100.0,,,,,100.0,,,0.0,229907.0,100.0,1.0,0.0,,0.0,5268156.0,WWW.FAMILYCENTRAL.ORG,143,20514261.0
761,59-1539957,Senior Resource Association Inc,Vero Beach,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,11.76470588235294,5.88235294117647,,,,18.62745098039216,,,63.725490196078425,,51.9607843137255,33.33333333333333,,14.705882352941178,,,,198076.0,0.0,-1.0,0.0,1.0,771.9357142857143,198076.0,306147.0,WWW.SENIORRESOURCEASSOCIATION.ORG,141,11050841.0
762,59-1629660,YMCA of Southwest Florida Inc,Venice,FL,20.0,,5.0,,,,,95.0,,,,,40.0,60.0,,,,,,6.0,,33.33333333333333,,,,,66.66666666666666,,,,,50.0,50.0,,,,,,1030.0,,15.048543689320388,15.048543689320388,,,,63.10679611650486,,,,6.796116504854369,67.96116504854369,29.126213592233007,,,2.912621359223301,,,0.0,257725.0,100.0,1.0,0.0,13750.797024442085,257725.0,13197225.0,WWW.YMCASWFL.ORG,942,21157124.0
763,59-1777567,Mid-Florida Area Agency On Aging Inc,Gainesville,FL,20.0,,30.0,5.0,,,,65.0,,,,,50.0,50.0,,,,,,6.0,,16.666666666666664,,,,,83.33333333333334,,,,,100.0,,,,,,,64.0,0.0,32.8125,14.0625,,,,53.125,,,,,85.9375,14.0625,,,,,,152315.0,0.0,-1.0,0.0,1.0,55471.05555555556,152315.0,4146231.0,WWW.AGINGRESOURCES.ORG,73,25273511.0
764,59-1788265,Family Resource Center of South Florida Inc,MIAMI,FL,11.0,,18.181818181818183,9.090909090909092,,,,72.72727272727273,,,,,27.27272727272727,72.72727272727273,,,,,,7.0,0.0,0.0,71.42857142857143,0.0,0.0,0.0,14.285714285714285,14.285714285714285,,,,71.42857142857143,28.57142857142857,,,,,,120.0,0.8333333333333334,56.66666666666666,34.166666666666664,0.8333333333333334,0.0,0.0,7.5,,,0.0,0.0,,,,,,,,167197.0,284282.0,41.1862165033312,0.5,0.5,54875.82051282052,284282.0,9012107.0,WWW.FRCFLORIDA.ORG,158,12612370.0
765,59-1834379,Habitat for Humanity of Collier County Inc,Naples,FL,21.0,,,,,,,100.0,,,,,38.095238095238095,61.90476190476191,,,,,100.0,4.0,,,,,,,100.0,,,,,75.0,25.0,,,,,100.0,78.0,,16.666666666666664,41.02564102564102,,,,42.30769230769231,,,,,46.15384615384615,53.84615384615385,,,,,,0.0,208617.66666666663,100.0,1.0,0.0,42142.73170731707,223935.0,4081557.0,www.Habitatcollier.org,85,30188706.0
766,59-1927289,Kids in Distress Inc,Wilton Manors,FL,20.0,,15.0,5.0,,,,80.0,,,,,45.0,55.00000000000001,,,,,,3.0,,33.33333333333333,,,,,66.66666666666666,,,,,33.33333333333333,66.66666666666666,,,,,,200.0,,,,,,,,,,,100.0,,,,,100.0,,,0.0,256609.0,100.0,1.0,0.0,49600.67261904762,256609.0,8589522.0,WWW.KIDSINDISTRESS.ORG,169,11336416.0
767,59-1935485,The Childrens Place at Home Safe Inc,Lake Worth,FL,13.0,,7.6923076923076925,15.384615384615383,,,,76.92307692307693,,,,,23.07692307692308,76.92307692307693,,,,,100.0,6.0,,,16.666666666666664,,,,83.33333333333334,,,,,50.0,50.0,,,,,100.0,143.0,,55.24475524475524,25.874125874125877,,,,18.181818181818183,0.6993006993006993,,,,76.22377622377621,23.776223776223777,,,,,,0.0,229849.0,100.0,1.0,0.0,38393.26600985222,229849.0,8023682.0,www.helphomesafe.org,204,15073772.0
768,59-1947024,The Florida Center for Early Childhood Inc,Sarasota,FL,12.0,,8.333333333333332,8.333333333333332,,,,83.33333333333334,,,,,50.0,50.0,,,,,,4.0,,,,,,,100.0,,,,,100.0,,,,,,,130.0,,,,,,,,,,,100.0,,,,,100.0,,,155220.0,0.0,-1.0,0.0,1.0,35143.51256281407,155220.0,7148779.0,WWW.THEFLORIDACENTER.ORG,200,8810849.0
